Age,RemoteWork,EdLevel,YearsCode,YearsCodePro,Country,Employment,ConvertedCompYearly
18-24 years old,In-person,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",6.0,1.0,Sweden,"Employed, full-time",25181.0
35-44 years old,"Hybrid (some remote, some in-person)",Some college/university study without earning a degree,11.0,10.0,Germany,"Employed, full-time",75184.0
18-24 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6.0,1.0,India,"Employed, full-time",27516.0
25-34 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7.0,4.0,Spain,"Employed, full-time",53488.0
18-24 years old,Remote,Some college/university study without earning a degree,8.0,2.0,Greece,"Employed, full-time;Student, part-time",24016.0
45-54 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",29.0,14.0,Italy,"Employed, full-time",48333.0
25-34 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10.0,5.0,Poland,"Employed, full-time",76467.0
25-34 years old,In-person,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",8.0,4.0,Syrian Arab Republic,"Employed, full-time",3.0
25-34 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",13.0,11.0,United Kingdom of Great Britain and Northern Ireland,"Employed, full-time",82802.0
25-34 years old,"Hybrid (some remote, some in-person)","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",17.0,4.0,United Kingdom of Great Britain and Northern Ireland,"Employed, full-time",152865.0
25-34 years old,In-person,Some college/university study without earning a degree,9.0,5.0,South Africa,"Employed, full-time;Independent contractor, freelancer, or self-employed",23704.0
25-34 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10.0,7.0,France,"Employed, full-time",38666.0
18-24 years old,Remote,Primary/elementary school,5.0,4.0,Ukraine,"Employed, full-time",57600.0
35-44 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7.0,7.0,Poland,"Employed, full-time",116803.0
35-44 years old,In-person,Some college/university study without earning a degree,17.0,17.0,Italy,"Employed, full-time",59073.0
25-34 years old,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10.0,7.0,Slovakia,"Employed, full-time",3652.0
18-24 years old,In-person,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",5.0,0.0,Switzerland,"Employed, full-time",72421.0
35-44 years old,"Hybrid (some remote, some in-person)",Some college/university study without earning a degree,20.0,15.0,Netherlands,"Employed, full-time",45111.0
25-34 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11.0,6.0,Iraq,"Employed, full-time",65518.0
25-34 years old,Remote,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",2.0,1.0,Ukraine,"Employed, full-time;Independent contractor, freelancer, or self-employed",23430.0
35-44 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20.0,15.0,Netherlands,"Employed, full-time",79481.0
25-34 years old,In-person,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7.0,4.0,France,"Employed, full-time",44037.0
45-54 years old,In-person,Some college/university study without earning a degree,38.0,24.0,Taiwan,"Employed, full-time",55592.0
25-34 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",17.0,13.0,Bulgaria,"Employed, full-time",39544.0
35-44 years old,In-person,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15.0,10.0,Ghana,"Employed, full-time;Student, full-time",5933.0
25-34 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",17.0,13.0,Ireland,"Independent contractor, freelancer, or self-employed",150369.0
25-34 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6.0,2.0,Lithuania,"Employed, full-time",2900.0
25-34 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12.0,8.0,Sweden,"Employed, full-time",76307.0
25-34 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3.0,2.0,Italy,"Employed, full-time",32222.0
45-54 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",42.0,24.0,United Kingdom of Great Britain and Northern Ireland,"Employed, full-time",59872.0
35-44 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",16.0,15.0,Switzerland,"Employed, full-time;Independent contractor, freelancer, or self-employed",120330.0
25-34 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9.0,6.0,Serbia,"Employed, full-time",53703.0
35-44 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",21.0,19.0,Ukraine,"Employed, full-time",12515.0
25-34 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8.0,6.0,Namibia,"Employed, full-time",33907.0
25-34 years old,"Hybrid (some remote, some in-person)",Some college/university study without earning a degree,20.0,13.0,Czech Republic,"Employed, full-time",86870.0
25-34 years old,Remote,Some college/university study without earning a degree,5.0,1.0,United States of America,"Employed, full-time",60000.0
25-34 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11.0,9.0,Germany,"Employed, full-time",91295.0
35-44 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",21.0,12.0,United Kingdom of Great Britain and Northern Ireland,"Employed, full-time",114649.0
35-44 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",27.0,24.0,Sweden,"Employed, full-time",5437.0
35-44 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15.0,10.0,Ukraine,"Employed, full-time",39494.0
35-44 years old,Remote,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",14.0,14.0,Germany,"Independent contractor, freelancer, or self-employed",53703.0
18-24 years old,In-person,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3.0,2.0,Ukraine,"Employed, full-time",11848.0
25-34 years old,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",12.0,7.0,France,"Employed, full-time",85925.0
25-34 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",8.0,8.0,Ukraine,"Employed, full-time",80000.0
25-34 years old,Remote,Some college/university study without earning a degree,15.0,12.0,France,"Employed, full-time",54777.0
25-34 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10.0,7.0,Sweden,"Employed, full-time",68677.0
25-34 years old,In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4.0,1.0,Netherlands,"Employed, full-time;Independent contractor, freelancer, or self-employed",47259.0
25-34 years old,"Hybrid (some remote, some in-person)","Associate degree (A.A., A.S., etc.)",13.0,11.0,Denmark,"Employed, full-time",88129.0
18-24 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5.0,2.0,France,"Student, part-time;Employed, part-time",1880.0
25-34 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8.0,4.0,Bangladesh,"Employed, full-time",221.0
18-24 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6.0,1.0,Portugal,"Employed, full-time",19333.0
25-34 years old,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",19.0,14.0,Romania,"Employed, full-time",38839.0
35-44 years old,Remote,Primary/elementary school,6.0,6.0,Sweden,"Employed, full-time;Independent contractor, freelancer, or self-employed",57230.0
35-44 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20.0,15.0,Ukraine,"Employed, full-time",38666.0
18-24 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7.0,3.0,India,"Employed, full-time",8374.0
25-34 years old,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15.0,5.0,Italy,"Employed, full-time",85925.0
55-64 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",43.0,38.0,Norway,"Employed, full-time",102950.0
55-64 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",38.0,32.0,Switzerland,"Employed, full-time",167125.0
25-34 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15.0,7.0,Germany,"Employed, full-time",75184.0
35-44 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",22.0,16.0,United Kingdom of Great Britain and Northern Ireland,"Employed, full-time",67516.0
25-34 years old,"Hybrid (some remote, some in-person)",Some college/university study without earning a degree,6.0,3.0,Italy,"Employed, full-time",22555.0
25-34 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10.0,5.0,France,"Employed, full-time;Independent contractor, freelancer, or self-employed",23629.0
25-34 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",12.0,10.0,Hungary,"Employed, full-time;Student, part-time",62503.0
25-34 years old,"Hybrid (some remote, some in-person)","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",14.0,2.0,Slovakia,"Employed, full-time",57999.0
35-44 years old,"Hybrid (some remote, some in-person)","Associate degree (A.A., A.S., etc.)",11.0,8.0,France,"Employed, full-time",48333.0
25-34 years old,In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8.0,1.0,Greece,"Employed, full-time",15359.0
35-44 years old,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",16.0,12.0,Bulgaria,"Employed, full-time",43938.0
35-44 years old,"Hybrid (some remote, some in-person)","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",12.0,8.0,Norway,"Employed, full-time",93591.0
35-44 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",12.0,11.0,Switzerland,"Employed, part-time",77992.0
25-34 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12.0,6.0,Bangladesh,"Employed, full-time",11379.0
25-34 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15.0,10.0,Ukraine,"Independent contractor, freelancer, or self-employed",90000.0
35-44 years old,Remote,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",25.0,18.0,Netherlands,"Independent contractor, freelancer, or self-employed",154665.0
45-54 years old,"Hybrid (some remote, some in-person)","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",39.0,23.0,France,"Employed, full-time",44434.0
25-34 years old,In-person,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",7.0,5.0,Italy,"Employed, full-time",32222.0
18-24 years old,In-person,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4.0,2.0,France,"Employed, full-time",30933.0
25-34 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7.0,4.0,United States of America,"Employed, full-time",90000.0
35-44 years old,In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",22.0,15.0,Czech Republic,"Employed, full-time",39091.0
25-34 years old,In-person,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",12.0,5.0,Germany,"Employed, full-time;Student, part-time",42962.0
18-24 years old,Remote,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",6.0,2.0,Poland,"Employed, full-time",23757.0
25-34 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11.0,5.0,Denmark,"Employed, part-time",51841.0
45-54 years old,In-person,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",30.0,30.0,Denmark,"Employed, full-time",112322.0
25-34 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10.0,5.0,Germany,"Employed, full-time",64444.0
18-24 years old,Remote,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",5.0,3.0,Chile,"Independent contractor, freelancer, or self-employed",11.0
18-24 years old,In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4.0,3.0,Germany,"Employed, full-time",54777.0
65 years or older,Remote,Some college/university study without earning a degree,33.0,31.0,United States of America,"Employed, full-time",101000.0
35-44 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",29.0,24.0,Kyrgyzstan,"Employed, full-time",19333.0
25-34 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",14.0,10.0,Pakistan,"Employed, full-time",34455.0
35-44 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",23.0,17.0,Germany,"Independent contractor, freelancer, or self-employed;Employed, part-time",44122.0
35-44 years old,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",9.0,4.0,Ukraine,"Employed, full-time",42000.0
25-34 years old,In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11.0,9.0,Poland,"Employed, full-time",40089.0
35-44 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",19.0,17.0,Turkey,"Employed, full-time;Employed, part-time",2500.0
25-34 years old,"Hybrid (some remote, some in-person)",Some college/university study without earning a degree,8.0,7.0,Israel,"Employed, full-time",156508.0
35-44 years old,Remote,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",20.0,15.0,Czech Republic,"Employed, full-time",43435.0
35-44 years old,In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20.0,8.0,Norway,"Employed, full-time",63642.0
25-34 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8.0,6.0,Poland,"Independent contractor, freelancer, or self-employed",47513.0
18-24 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10.0,2.0,Malta,"Employed, full-time",50481.0
35-44 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",23.0,17.0,Turkey,"Employed, full-time;Independent contractor, freelancer, or self-employed",64919.0
25-34 years old,In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6.0,2.0,Hong Kong (S.A.R.),"Employed, full-time",126714.0
35-44 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18.0,18.0,United Kingdom of Great Britain and Northern Ireland,"Employed, full-time",169426.0
25-34 years old,Remote,"Associate degree (A.A., A.S., etc.)",10.0,6.0,Germany,"Employed, full-time",75184.0
25-34 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18.0,9.0,Croatia,"Employed, full-time",11815.0
25-34 years old,Remote,"Associate degree (A.A., A.S., etc.)",12.0,10.0,Spain,"Employed, full-time",73.0
18-24 years old,"Hybrid (some remote, some in-person)","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",6.0,2.0,Sweden,"Student, full-time;Employed, part-time",42465.0
35-44 years old,In-person,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",17.0,8.0,Norway,"Employed, full-time;Independent contractor, freelancer, or self-employed;Not employed, and not looking for work",78617.0
35-44 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",23.0,19.0,Czech Republic,"Employed, full-time",108587.0
18-24 years old,"Hybrid (some remote, some in-person)",Some college/university study without earning a degree,10.0,4.0,Austria,"Employed, full-time",64444.0
35-44 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",16.0,15.0,Poland,"Independent contractor, freelancer, or self-employed",58291.0
18-24 years old,In-person,Some college/university study without earning a degree,4.0,2.0,Australia,"Employed, full-time;Student, part-time",43604.0
35-44 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18.0,16.0,Czech Republic,"Employed, full-time",98480.0
18-24 years old,In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8.0,2.0,New Zealand,"Employed, full-time",46092.0
35-44 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",30.0,24.0,United Kingdom of Great Britain and Northern Ireland,"Employed, full-time",47134.0
25-34 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8.0,7.0,United Kingdom of Great Britain and Northern Ireland,"Employed, full-time",66242.0
45-54 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",29.0,24.0,United Kingdom of Great Britain and Northern Ireland,"Employed, full-time",85350.0
35-44 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",17.0,15.0,Denmark,"Employed, full-time",129602.0
25-34 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10.0,4.0,Germany,"Employed, full-time",64444.0
25-34 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15.0,10.0,Austria,"Employed, full-time",88073.0
